m_c=1.0,m_p=0.01,l=0.25
group,z,theta,z_dot,theta_dot,u
1,0.009202295050164438,-3.110998854368577,-0.057778028750875565,-0.2950169174742,0.7138969584549241
1,0.007243717804372046,-3.120999427842279,-0.033476910981845076,-0.15716934322463924,0.9414943626949477
1,0.006108907262614586,-3.1263272021888766,-0.0014935647205572763,-0.001872539718710764,0.0
2,1.0150425950326718,0.0,0.0,0.0,-4.020816961025611
2,1.0150425950326718,0.0,-0.13629888003476648,0.5451955201390659,-2.9996755661560184
2,1.0104222940145442,0.01848120407251071,-0.23798279753158066,0.9519311901263227,-1.9822206866111183
2,1.0023550805388974,0.05075005797509792,-0.30511362683698495,1.1958269164924331,-1.0116767830630553
2,0.992012245730864,0.09128656361890922,-0.3392322536758789,1.264648507106381,-0.12947040833974932
2,0.9805128473011732,0.1341560045377696,-0.3433065041258811,1.1596196265971408,0.6294753593285326
2,0.9688753386867365,0.17346514442241845,-0.32151622024335264,0.8953262515901136,1.2420094267749304
2,0.957976483763233,0.20381518684920197,-0.2788498479322173,0.49763938058363455,1.698628746635322
2,0.9485239465451917,0.2206843183944099,-0.22062965942065138,0.00034327849554999235,2.00045726067971
2,0.9410449750394069,0.2206959549535811,-0.15214009356038566,-0.5581415555019169,2.153010703106701
2,0.9358876837322752,0.20177590222470257,-0.07847589349640925,-1.1368372955776618,2.1602808518254744
2,0.9332274839527358,0.1632390447474937,-0.0046008295083935224,-1.6929211339409387,2.0224793842380677
2,0.9330715236304173,0.10585188766475002,0.06451225866501646,-2.1818708938240654,1.7390478246920706
2,0.9352583798563501,0.03189016245037493,0.1238484125815909,-2.5584252341550835,1.315969164516196
2,0.9394566311303023,-0.0548361166735262,0.16858074514498758,-2.779675719709778,0.7736916879398416
2,0.9451712326606408,-0.1490624122569085,0.19458892425880248,-2.810647283013049,0.15041318451416247
2,0.9517674673812783,-0.2443385913420966,0.19909887254804728,-2.6309422174349963,-0.5030934863138058
2,0.9585165817049409,-0.3335230732890456,0.18113288969276004,-2.2394253816113805,-1.1361453447011638
2,0.9646566796606277,-0.4094357980894314,0.1414941692027262,-1.6541448007983088,-1.7121392367603772
2,0.9694530921759744,-0.4655085032012385,0.08224273697352022,-0.9071990464957135,-2.216441510900833
2,0.9722409815649073,-0.49626101325194066,0.005897773605563428,-0.03723078763531973,-2.6545085004428266
2,0.9724409060939095,-0.4975230738497481,-0.08527129852401528,0.9168023643234755,-3.041817738587639
2,0.96955035360157,-0.4664450276014947,-0.18957484554563445,1.9182604518506912,-3.39000151496387
2,0.9631240876508705,-0.40141924957265773,-0.3057312029012804,2.9314469267228285,-3.693604869570973
2,0.9527603180609966,-0.3020481673108669,-0.4322256199560738,3.916933801013191,-3.9215309794104476
2,0.9381086021302822,-0.1692707503273689,-0.5663713951786228,4.824919226185334,-4.018141972260917
2,0.9189095717852442,-0.005714166388883002,-0.7034252643167296,5.589384638869307,-3.9194920242624067
2,0.8950646475711178,0.18375649933550028,-0.8363234874723784,6.128569621247186,-3.5851770247509798
2,0.8667146988432406,0.3915046220896422,-0.9566357266757792,6.358662344322491,-3.0326569569202158
2,0.8342863691254175,0.6070524981683707,-1.0568114168880942,6.221480747851313,-2.3482629561111614
2,0.7984622532987025,0.8179501506379068,-1.1327372136415534,5.712128254797471,-1.6580216875035776
2,0.7600643816498363,1.0115816169022278,-1.1849860745158785,4.884336650255836,-1.0738944093773803
2,0.7198953621747217,1.1771523508092052,-1.2179432063765063,3.826726998751174,-0.6530523052552494
2,0.6786091517890774,1.3068719100889061,-1.237588993829329,2.6284332191214093,-0.39194024445398024
2,0.6366569825067273,1.395971341245564,-1.2493627041431423,1.3566083269546585,-0.24518508696399305
2,0.5943057044001802,1.4419580641931797,-1.2568780026316808,0.05194333291420006,-0.14791425443631295
2,0.5516996704126655,1.4437188551394238,-1.2614233984678644,-1.2648654732155515,-0.029989701577885528
2,0.508939555210365,1.4008420594372017,-1.2618829351592709,-2.5840762082376663,0.1769727976619797
2,0.4661638624931016,1.3132462557681284,-1.2548401878438051,-3.8998460512224047,0.5334309952868298
2,0.4236269069729726,1.1810480845402502,-1.2348789843279793,-5.206479885814085,1.0800873569402376
2,0.3817666024194818,1.004557240953332,-1.1953106995214224,-6.497029736031418,1.816459834424219
2,0.34124759565604373,0.7843189448166739,-1.1296787778172568,-7.760428501343441,2.6711835983552197
2,0.30295339979783165,0.5212535718897775,-1.0343381481100467,-8.969939631223127,3.476566065999137
2,0.2678910896924063,0.21718782167882406,-0.9119604214183177,-10.056822684044148,3.9803770733862054
2,0.23697717710195487,-0.1237214218480962,-0.774549496378658,-10.880184494028006,3.9400983799849993
2,0.21072126197047494,-0.4925412352049778,-0.6426521844655395,-11.239590052405035,3.289398830202462
2,0.18893644215808378,-0.8735442878288773,-0.5378295058453822,-10.980048673297135,2.239251659044898
2,0.17070493348535895,-1.2457493276016616,-0.47178028238135306,-10.129972387366323,1.167225198548822
2,0.15471238154022834,-1.5891382220886556,-0.44173047736572413,-8.907842286560932,0.37702457557699903
2,0.13973846705325466,-1.8910989775652973,-0.435672972896423,-7.577452140447964,-0.03109139548682213
2,0.12496989170083354,-2.147961761987262,-0.44030980984505946,-6.320774545616735,-0.10980356031264205
2,0.11004413543489933,-2.3622253059064735,-0.4453135598238039,-5.216996822132398,0.040078567293102545
2,0.09494876052561783,-2.5390726558092664,-0.4439203528959867,-4.278150162958694,0.3327136712374798
2,0.07990061296982168,-2.684094695231595,-0.4320064785322815,-3.485051968443366,0.7144503367859886
2,0.06525632556194773,-2.802232050094082,-0.40697350506702396,-2.807675396922514,1.1601150420279582
2,0.051460613525777424,-2.8974074872778957,-0.36687054760291893,-2.2136197752208577,1.665013353909192
2,0.039024323776525933,-2.9724454457599587,-0.3097830581580367,-1.6704544833155839,2.2386879824513284
2,0.028523203160999266,-3.0290710214655716,-0.23340496492152024,-1.145379061961178,2.9014286980090946
2,0.02061117045179519,-3.0678974303456115,-0.13470534532106926,-0.60372003819123,3.682921199747234
2,0.016044887559555555,-3.0883625163859922,-0.009625432406919932,-0.006819955200651262,0.0
3,1.1672706982585148,0.0,0.0,0.0,-4.272890255757695
3,1.1672706982585148,0.0,-0.1448437374833117,0.5793749499332468,-3.2555159994000986
3,1.1623607410556906,0.0196398288112965,-0.25520021203924725,1.020800848156989,-2.2379206139280265
3,1.1537098864102924,0.05424324739288935,-0.33099460724494,1.2977973379158436,-1.2633929373961064
3,1.142489730232498,0.0982363774917315,-0.3736324663641469,1.395980591452564,-0.37413078419684676
3,1.1298242228981201,0.14555775347317434,-0.3859729012430927,1.3146433798288872,0.3936646640159177
3,1.1167403957373374,0.19012193584025527,-0.372132770930132,1.0669347743475084,1.0157917761657367
3,1.104125725536316,0.22628921632661148,-0.33707632983986846,0.6778620951701679,1.4827285827524312
3,1.0926994092705578,0.2492675924340748,-0.28610418558270073,0.18073084146778734,1.7969673215223567
3,1.0830009623016525,0.2553940616363727,-0.2244318805133453,-0.3864792151031608,1.9664284396322964
3,1.075393101945268,0.24229307129389266,-0.15700028505589397,-0.9834930433022944,1.997555392872564
3,1.0700710583840514,0.2089543240633064,-0.0885317289954778,-1.5685141951856587,1.8917170403667507
3,1.0670699828248826,0.15578435134514848,-0.023715557034007836,-2.0980659300393114,1.6469762253888154
3,1.066266065637289,0.08466347236076505,0.03266815932387941,-2.527252046837537,1.26489806976022
3,1.067373460868607,-0.0010060885489819593,0.07586894045812367,-2.8119185016571704,0.7593647720855844
3,1.069945289358713,-0.0963253597915979,0.10160609908917079,-2.91352881601047,0.1622667120018899
3,1.0733895639041084,-0.19508904846991892,0.10671866065228307,-2.8059532567749783,-0.47872786144249535
3,1.077007145621135,-0.2902061080216131,0.08973521603671461,-2.4814496172398512,-1.111149647994917
3,1.0800490173511932,-0.3743230441992352,0.051039710199703804,-1.952512188283904,-1.6925353365758824
3,1.0817791770189797,-0.4405098980393675,-0.007505947911966966,-1.2481789063806603,-2.2011780425270886
3,1.0815247381067097,-0.4828210474082035,-0.08332319759465509,-0.4066764201902645,-2.6374190413380836
3,1.0787002229340095,-0.49660668877058534,-0.17390592216160683,0.5318065053582686,-3.015604624783805
3,1.0728051069285314,-0.47857934960589826,-0.27729951857366475,1.5291753377120534,-3.350777867596048
3,1.0634051232480681,-0.42674289748006594,-0.3920923837313041,2.549326702026747,-3.6448334801272844
3,1.0501138560029393,-0.3403250431740745,-0.5169131661219596,3.554401276112287,-3.876199091170069
3,1.0325913757954153,-0.21983686432281055,-0.6495656672670852,4.498580734295637,-3.99746288932563
3,1.0105722006338191,-0.06734260214329743,-0.7860896789915204,5.321604523061261,-3.946330468815792
3,0.9839250928713947,0.11305077151979614,-0.9202422818851258,5.946508007779162,-3.672691571570524
3,0.9527304392481701,0.3146273141563779,-1.0440137460978864,6.288376938392502,-3.173739912894428
3,0.9173401427702756,0.5277926341018864,-1.1494815136153524,6.277902061312431,-2.5145530439282076
3,0.8783746677324671,0.7406028734684095,-1.2313838705136404,5.8910206389313124,-1.8118679653150687
3,0.8366328416133606,0.940298488347437,-1.2889008175326844,5.163315669904739,-1.185355084906719
3,0.7929412884766595,1.1153261381747164,-1.3254355038218906,4.175048052262932,-0.7099013639238803
3,0.7480112713979513,1.2568531907937988,-1.3466882658427675,3.017878674734153,-0.39872632478948794
3,0.702360821708366,1.3591541628186854,-1.3583877336469448,1.7671752205108537,-0.21657428080246377
3,0.6563137798898255,1.4190584075817652,-1.3647269212831459,0.472012024309552,-0.10259203753417882
3,0.6100518503548036,1.4350588151854788,-1.3676604056909807,-0.8410999926979379,0.012634788483804942
3,0.5636904806703635,1.4065469510262267,-1.3667359207503156,-2.159534728139074,0.19830482788728185
3,0.5173604494584885,1.3333423839706648,-1.3591611174957483,-3.4767562401400642,0.5175828669982518
3,0.4712871912382936,1.2154862402371034,-1.3400406264784444,-4.7875919749778575,1.0179870417259496
3,0.42586208525597347,1.0531949868480235,-1.302952859164596,-6.086285831662039,1.7130467856047655
3,0.3816941917249702,0.8468802128933781,-1.2411919896101624,-7.364450862588006,2.5544849235895195
3,0.33961988699242235,0.5972378107717508,-1.150017357808803,-8.602585951775975,3.403082733388126
3,0.3006362477446663,0.30562472766070076,-1.0299650436003005,-9.747702098098884,4.024603784062691
3,0.26572217847007984,-0.024805851935871592,-0.8902871745687223,-10.680755800854056,4.1569348099874315
3,0.23554295221351298,-0.3868653706088905,-0.7496972414891444,-11.209949919900073,3.665581436371116
3,0.21012948640032164,-0.7668636729783844,-0.6307893068053647,-11.14857463349808,2.685296811166259
3,0.1887467980340381,-1.14478145716476,-0.5491257688345255,-10.460816872436263,1.5746683728980364
3,0.17013236519218977,-1.4993854189422606,-0.5058025560189676,-9.321150611252781,0.6856191209361697
3,0.1529865158356146,-1.8153566261033718,-0.49029643872030226,-7.9987967502767905,0.17952365071208704
3,0.13636629757390945,-2.0865022786551273,-0.48870540088420367,-6.706666987022059,0.035026219822297484
3,0.11980001279817373,-2.313846922282994,-0.4894022155763353,-5.550867489505374,0.1538771212156685
3,0.10321010718541661,-2.502011921927244,-0.4844788961678591,-4.5579965986329025,0.4409375115911404
3,0.08678709375599766,-2.6565202812029356,-0.46904518195481343,-3.7145401190891687,0.832511850146062
3,0.07088725707956331,-2.782436895409348,-0.44006098749028183,-2.991756367793574,1.2962675270796247
3,0.055969935469723245,-2.883852365504046,-0.39534731033831194,-2.3567804084841235,1.8233407819220984
3,0.04256833172944148,-2.9637432268085924,-0.3328800785501003,-1.7761099806800777,2.4212897801584603
3,0.03128426127011605,-3.0239503447977474,-0.25029656945074813,-1.2156617717381724,3.109856185297331
3,0.022799631797209334,-3.0651592184159906,-0.14451937613007354,-0.6393539649141424,3.919107630498922
3,0.017900669894494976,-3.086832234175792,-0.011425490753875417,-0.006962294874596431,0.0
4,-0.13007713453450354,0.0,0.0,0.0,1.5349098511920245
4,-0.13007713453450354,0.0,0.052030842413288966,-0.20812336965315587,2.240348124489212
4,-0.12831337716456154,-0.007055029479767995,0.12797484663326225,-0.511899386533049,2.771868114729266
4,-0.12397524677021367,-0.024407551057159485,0.2219128140329197,-0.8782575978115787,3.1128826446641344
4,-0.1164527784979113,-0.054178995050772324,0.3273509030944418,-1.2674213789644735,3.2531156673217883
4,-0.10535613771504887,-0.09714243162583922,0.4374355946016687,-1.6350820316828119,3.189313921903024
4,-0.09052781247431434,-0.1525689411744091,0.5451948080264949,-1.9350739446438814,2.9282941088349754
4,-0.07204663254121282,-0.21816466811148982,0.643888472589404,-2.1231067264806565,2.4911741639966225
4,-0.05021990465682625,-0.290134387653207,0.7275105143125354,-2.1617668576613887,1.9155439834087058
4,-0.025558531290299624,-0.3634146201163049,0.7913670686433492,-2.0259814316801834,1.2521212867633735
4,0.0012674710365935676,-0.4320919567834297,0.8325313174246237,-1.7070518662610623,0.555127056012559
4,0.02948887162725878,-0.48995812174143183,0.8499506178696151,-1.213288205778154,-0.13021051842346837
4,0.05830075697877116,-0.5310865354966234,0.8441101290315888,-0.5667116772010705,-0.7772021032039422
4,0.08691465965780806,-0.5502971008254733,0.8163694299064908,0.2026584269602194,-1.3798151682901583
4,0.11458819965463826,-0.5434273236403812,0.7682435535903327,1.0623419723198868,-1.9466136169252692
4,0.14063035401363258,-0.507415731358351,0.7009154298217866,1.9806519359328716,-2.488884462209406
4,0.1643901990923372,-0.44027498776740626,0.6151750731441731,2.926757553777124,-3.0064567211169186
4,0.18524359140230917,-0.3410628673003851,0.511857468744615,3.867518832337405,-3.4749978691343397
4,0.20259469203771985,-0.20996053400081205,0.3927219766220962,4.761538796753078,-3.839779881576797
4,0.21590730141474007,-0.04855243919562299,0.2615386078024228,5.5519843297870635,-4.022976286794659
4,0.22477301693346627,0.1396504194412266,0.12488176420368821,6.162525139980277,-3.950503219564014
4,0.22900629707596418,0.3485495767286936,-0.008101463461603009,6.504124002659614,-3.5937458500518056
4,0.22873167119590984,0.5690283564798669,-0.12749221610926603,6.498671322997343,-3.002578691390099
4,0.2244099011583076,0.7893222996323193,-0.22555197510307812,6.112389622836142,-2.2991087997043795
4,0.21676407149379648,0.9965219478640529,-0.299206424854723,5.375641215510871,-1.6273728249675465
4,0.20662148082075502,1.178747073813574,-0.35043769764400895,4.370169180965426,-1.0936391390243736
4,0.19474223683282252,1.3268884019818934,-0.3845490028197655,3.193055685316387,-0.7375491736322575
4,0.18170667741520335,1.4351275777553303,-0.4077147532573359,1.9246348451262756,-0.5407582216404238
4,0.16788583832173434,1.5003694369121532,-0.42511801864886756,0.6161035163262663,-0.4515008700004108
4,0.15347505802855238,1.5212543018723657,-0.4400094420763865,-0.7065769939279103,-0.4047720720434683
4,0.13855948372087826,1.4973025393663348,-0.4533903124305676,-2.0324638500984262,-0.3325322202243294
4,0.12319032058763868,1.4284054597019815,-0.463964765756017,-3.3559367827840836,-0.1684654642951232
4,0.10746270140946862,1.3146448907940465,-0.46822183662886996,-4.670227856710249,0.1453788001541595
4,0.0915907747440832,1.1563320820920042,-0.4607604451167367,-5.964558513197383,0.6440016288080969
4,0.0759717766045328,0.9541436579158218,-0.4351589691029017,-7.223344296634231,1.3148709256134896
4,0.061220625109519186,0.7092845292163563,-0.38573972208487195,-8.422839691515925,2.069004783197718
4,0.048144702326981155,0.42376453967344363,-0.31036450273152316,-9.517954457224603,2.7266116663980644
4,0.03762387172591257,0.10112201569972828,-0.21369714454004068,-10.417380921338504,3.052187482428656
4,0.030379900724555257,-0.25200954095581424,-0.10898143644930866,-10.968384299183032,2.8655486014658953
4,0.02668561474322276,-0.6238191782162561,-0.015247702652895934,-10.999797811532142,2.179563566518254
4,0.026168743466853408,-0.9966936803020914,0.05084396315903825,-10.437367700150654,1.228789367599491
4,0.02789226764173606,-1.3505027548834696,0.08300265923246969,-9.390310186855658,0.3245600231765162
4,0.030705917107243505,-1.6688183544378987,0.08597517515022952,-8.09488461804904,-0.32904469366369926
4,0.033620329824200434,-1.9432212228463408,0.06977891786307697,-6.777440552548917,-0.6956065162902544
4,0.035985716870406435,-2.172964970390372,0.04392460088538657,-5.576088180359104,-0.8393461701787527
4,0.03747468639194496,-2.3619849087076297,0.01504909823358902,-4.54530722871027,-0.8409107143072159
4,0.037984825315117474,-2.5160631198503505,-0.012886524573998057,-3.689667473106914,-0.7641504237263349
4,0.037547993973626015,-2.6411365935149917,-0.03780158862124203,-2.991607725729672,-0.6504294844749007
4,0.0362665841898551,-2.7425470248956585,-0.05876576080406984,-2.4269310180075094,-0.5231555123263445
