m_c=1.0,m_p=0.01,l=0.25
group,z,theta,z_dot,theta_dot,u
0,0.9419232288603481,0.0,0.0,0.0,-3.8939545929734285
0,0.9419232288603481,0.0,-0.1319984607787603,0.5279938431150412,-2.870242190865947
0,0.9374487047661528,0.017898096376781056,-0.22929480623184323,0.9171792249273729,-1.8525179680186585
0,0.9296759994701581,0.0489889175607598,-0.2920310426127488,1.1442777467521716,-0.8839654537421683
0,0.9197766420934548,0.08777799372185036,-0.32182717653218706,1.1981817925116536,-0.005613675254975132
0,0.9088672462788043,0.12839432567139794,-0.32171641142672164,1.0811307091847737,0.7482581373784633
0,0.8979616052134918,0.16504282428783096,-0.2959209861599702,0.808480957422882,1.3550183815415386
0,0.8879303853436623,0.19244895843775917,-0.2494526769849414,0.40659386327525676,1.8051651943345806
0,0.8794743623950202,0.20623180126064922,-0.18765627369647056,-0.09044089454685683,2.0991486084510864
0,0.8731131327781907,0.20316600822516254,-0.11586212930507384,-0.6439148687923328,2.2413443482411086
0,0.869185602971239,0.181338385554236,-0.03925127983384176,-1.212445479491166,2.234673571891861
0,0.8678550511124647,0.1402385387918236,0.0370878986098868,-1.7526863003662079,2.0790443393231035
0,0.8691122680144948,0.08082544386415555,0.10804676482678173,-2.219665443257063,1.7749544083067197
0,0.8727748702120128,0.005582547482560193,0.16851208994670783,-2.568131683814447,1.3309353634281593
0,0.8784871444474944,-0.08147276383318378,0.21365021302957343,-2.7561070584848286,0.7708429268873341
0,0.8857295245501918,-0.17490012174792374,0.23945664918393003,-2.7507376642312176,0.13579695646817405
0,0.8938466990987997,-0.2681454662981345,0.24337733950356524,-2.5347186622553486,-0.5224157964441788
0,0.9020967784040053,-0.35406813281526495,0.2246876291165905,-2.110211471906222,-1.1545942405448568
0,0.9097133082045676,-0.42560072508327246,0.18438498905484507,-1.4978091571124938,-1.727408726158784
0,0.9159636468165963,-0.4763739168497977,0.12460169224557097,-0.7308244259221048,-2.229725998088449
0,0.9201874329944122,-0.5011476262030894,0.047803365457150984,0.1521293602154874,-2.6692086238465644
0,0.9218078860607563,-0.4959906987381576,-0.043868813791299324,1.1127834866442963,-3.0613797939287304
0,0.9203208076271528,-0.45826922461462216,-0.14884845440901745,2.1151328018389677,-3.415602576311689
0,0.9152750973082031,-0.38656980760313175,-0.2658896150876998,3.123454426581408,-3.722257568851616
0,0.9062618900170947,-0.28068999653257554,-0.3933595733572067,4.097201018974878,-3.9452737198306647
0,0.8929276671914267,-0.14180182639783392,-0.5282733820054976,4.984218423177369,-4.0252879215225255
0,0.8750200949200538,0.02715473032004298,-0.665459209364211,5.715442948234788,-3.8987553166732853
0,0.8524621556195721,0.2208985590737646,-0.7974540128731381,6.207111558825612,-3.5318811288296543
0,0.8254298162001437,0.431309120389887,-0.9156957095021115,6.377137010921701,-2.9534561103609507
0,0.7943892836746483,0.6474832563533345,-1.01293918323499,6.174397202700043,-2.259966929718769
0,0.7600523622090555,0.8567848564448614,-1.0857347771329582,5.6043126386013355,-1.5801181505699904
0,0.723247793492684,1.046761556058466,-1.1353573214087596,4.729034451736877,-1.0200503906947003
0,0.6847611046313701,1.207067808659716,-1.1666193704637977,3.639935272154529,-0.627334043525555
0,0.6452146852936143,1.3304554450039372,-1.1855644508601642,2.4237493493861892,-0.39039706086867626
0,0.6050260598407273,1.4126164398983843,-1.197433934386519,1.1431144154433062,-0.259492420733009
0,0.5644350790140656,1.4513660810998523,-1.2055247466740082,-0.16535084759266394,-0.16821157827100855
0,0.5235698333640992,1.4457609676221348,-1.2107793431726532,-1.4835408500660032,-0.046273281715369964
0,0.48252646579892455,1.3954714472809144,-1.211741917222504,-2.80284588210612,0.17412583529751066
0,0.44145046860494136,1.3004597224637577,-1.2046810995208834,-4.117550191135459,0.5516971811605413
0,0.4006138211635555,1.1608817498828947,-1.1839317601946875,-5.42157426335633,1.1229133983663682
0,0.36048054115695594,0.977099571464036,-1.1427135180126422,-6.707252676651231,1.8789974487239876
0,0.32174448969890024,0.7497350739504349,-1.0747833221196628,-7.961809756648576,2.735656717039196
0,0.28531115674569135,0.47984321779285605,-0.9771831659702906,-9.153969244472677,3.5106706984825427
0,0.2521863036619527,0.1695391756073416,-0.8538003047377172,-10.205824439570538,3.9455588028022284
0,0.22324392045050467,-0.17642097488657493,-0.7180487810827069,-10.965482289499613,3.8137514684286957
0,0.19890328380363326,-0.5481322389374093,-0.5911711446993653,-11.231660961258836,3.087875909438907
0,0.17886358398331578,-0.9288665088105901,-0.49381160492352827,-10.870902804229871,2.0143255312247796
0,0.16212420754523008,-1.2973716886149924,-0.43551946451321544,-9.945122339225112,0.9718117470736042
0,0.147360835866816,-1.6344944797751657,-0.41173227725306244,-8.690059324012921,0.23493950969827268
0,0.13340380951925457,-1.9290727619450951,-0.40996139024929323,-7.362136567536078,-0.12518573557508675
0,0.11950681323961751,-2.178636713386996,-0.41734977099971926,-6.126792636349107,-0.17359054660696382
0,0.10535936337522024,-2.386324599364932,-0.424240150474717,-5.0506190168951735,-0.010444848973503843
0,0.09097834132522983,-2.557532023666463,-0.4244155457966329,-4.139320111784318,0.28351979299142405
0,0.07659137367110669,-2.697847959659152,-0.4141070013198,-3.3714445989214714,0.6595028582028684
0,0.06255384820263889,-2.8121342172497106,-0.39091785675266455,-2.716597129498426,1.0956190417394223
0,0.049302395431362125,-2.904222255537793,-0.35300224292756294,-2.142740845434977,1.589021062183972
0,0.03733621770500406,-2.976857538433894,-0.29849871588726207,-1.618053792144796,2.150082886162571
0,0.027217617166452802,-3.031706819523548,-0.22513270896981524,-1.110426855177323,2.7992632394161903
0,0.019585999913238727,-3.0693484078346436,-0.12990285937969542,-0.5859321213345724,3.565982605508192
0,0.015182513154604983,-3.089210513642595,-0.008791095615458114,-0.006735215773593151,0.0
1,-0.15351687587206309,0.0,0.0,0.0,1.5809761759352214
1,-0.15351687587206309,0.0,0.053592412743566825,-0.2143696509742673,2.2796779202265007
1,-0.15170018391465404,-0.0072667678296361796,0.13086963037836347,-0.5234785215134539,2.805161600742442
1,-0.14726392525776036,-0.025011802457210887,0.22593547094771055,-0.8940658959591022,3.140923642031629
1,-0.13960509573410915,-0.0553191209642991,0.3323219590825291,-1.2862122789617618,3.276689128879955
1,-0.12833994457876918,-0.09891953720029102,0.4432014410153594,-1.6555054693257878,3.20918110039257
1,-0.11331616691723158,-0.15503836666896179,0.5516269205098644,-1.955721944946945,2.9452545865566684
1,-0.0946169492728294,-0.22133402581970568,0.6508849919080526,-2.1425899488958486,2.506180398749082
1,-0.07255305124204796,-0.293964193578887,0.735002087715213,-2.17883650081498,1.9297781643996852
1,-0.0476377262347526,-0.36782305801329307,0.799325519986951,-2.0396782527894306,1.2669451283025335
1,-0.020541945896211885,-0.4369646937010704,0.8409763897098291,-1.716829081126493,0.5718882342239092
1,0.00796572833123995,-0.49516228967146,0.8589494732457367,-1.2190502687477311,-0.11043557086671171
1,0.0370826596277056,-0.5364860275951119,0.8537673857579184,-0.568749004639056,-0.753809571330628
1,0.06602392694153335,-0.555765654871012,0.8268100337440911,0.20380616710279564,-1.3527458718014762
1,0.09405138571251949,-0.5488569712404088,0.7795933950721865,1.0660369664641958,-1.9163064264246046
1,0.1204782804607292,-0.5127201249195886,0.7132840005254486,1.986282778167431,-2.456175776619712
1,0.1446573991226088,-0.44538850532069263,0.6286419482430993,2.9338295067180873,-2.972486594354611
1,0.16596729567322233,-0.34593665763533377,0.5264622254391402,3.8757235028689334,-3.4411393453963703
1,0.1838134728067525,-0.21455619991096314,0.40845668981067834,4.770813438089769,-3.8075554362562776
1,0.19765946229186024,-0.052833710484191304,0.27834352001336904,5.562544122685294,-3.9938944005614028
1,0.20709483585163546,0.13572710723395426,0.14264720992116198,6.17481707243018,-3.925777835146153
1,0.21193033449303078,0.34504294019768916,0.010477240080310674,6.518648538748462,-3.573975288075605
1,0.21228549517371928,0.5660140771044166,-0.10826211378530468,6.51569975172026,-2.9875872888111905
1,0.20861559301150556,0.7868852551288322,-0.20582106581247586,6.131743739418247,-2.288125719134912
1,0.20163860772972672,0.9947409751091117,-0.2790980714593579,5.396724424391637,-1.6194745040167757
1,0.19217765615483323,1.1776807861054384,-0.3300482286063739,4.392234786153367,-1.088150840599065
1,0.18098958060885445,1.3265701008902981,-0.3639584792516418,3.2154902653268005,-0.7341899778182936
1,0.1686520050410022,1.4355697709013762,-0.3869988824153522,1.9470791208030747,-0.5395897517356552
1,0.15553339885743095,1.5015724529624974,-0.4043570618468259,0.6384135526793664,-0.45284251131955355
1,0.14182637981177584,1.523213590341459,-0.41929506877780903,-0.6844371978355857,-0.4091587865769584
1,0.1276129876498162,1.5000123293978798,-0.43283214504254164,-2.010525591521848,-0.340692379156474
1,0.1129407115466792,1.4318589195157831,-0.44369663386749014,-3.3342905909750797,-0.18124835853605306
1,0.09790014768676428,1.3188321198217126,-0.4484052782989347,-4.64903377323676,0.12720902025693856
1,0.08269996876137667,1.161237754627246,-0.44158042357030247,-5.944008557476694,0.6201654052737433
1,0.0677311408437393,0.9597459391195615,-0.4168051075830371,-7.203631194092565,1.286130756499376
1,0.053602154146009225,0.7155550511842204,-0.36836786164171664,-8.404260207940057,2.037659927095377
1,0.0411151079886629,0.4306648746438794,-0.29404116165027394,-9.501285984230183,2.696490777354697
1,0.031147610983568868,0.10858738365302578,-0.19834612077347233,-10.4044264579747,3.0275843235050286
1,0.024424013669213873,-0.24410503865120137,-0.09437587382226129,-10.962013920931055,2.849037117351406
1,0.021224831505747388,-0.6156987308861523,-0.001093960197713198,-11.00259384466473,2.1700873168895995
1,0.021187748109214737,-0.9886680137561432,0.06475591022493618,-10.449413737220414,1.2220500901476217
1,0.023382863710060032,-1.342885428577174,0.09670193022816609,-9.408586687394266,0.3155319558212983
1,0.026660895243218203,-1.6618205705227425,0.09933320367828284,-8.115192733650037,-0.34391460820691233
1,0.030028122486549826,-1.9369118496295235,0.08258426960761829,-6.7966197588547095,-0.7169729736022896
1,0.03282758925290977,-2.1673057397601916,0.05596842366852622,-5.592720201867786,-0.8656750358263081
1,0.03472482395353777,-2.3568894754167267,0.026179910342936225,-4.559204722809591,-0.8705390705112889
1,0.035612278541433916,-2.51143878805434,-0.002767384533020667,-3.70121896224353,-0.795853344851924
1,0.035518468896246776,-2.6369038376219174,-0.02875611548771408,-3.0013802253111095,-0.6833593057040372
1,0.03454368532039206,-2.7386455401748364,-0.05083087622652739,-2.435486976827659,-0.5566791955198889
1,0.03282060477034028,-2.8212044207452656,-0.06867147634578524,-1.9795330648061977,-0.42748133308360464
1,0.03049275811455095,-2.888307236501408,-0.08225947650113474,-1.612202256900884,-0.30028182467625575
1,0.02770430128400401,-2.94295816046415,-0.0916810848408084,-1.3153645619987087,-0.17551402788642584
1,0.024596467899569825,-2.987546789684445,-0.09701426432666992,-1.0737943261057712,-0.051282607155649335
1,0.0213078487698522,-3.0239465973490476,-0.09826315482947869,-0.8746330750864062,0.0757326278237924
1,0.017976894368852924,-3.053595176165536,-0.09531633926112772,-0.7067988295094643,0.20988880018574624
1,0.014745832021018087,-3.077554458521789,-0.0879146364305891,-0.560406022842478,0.35650061247855713
1,0.011765674853879474,-3.0965512728554323,-0.07561970420959355,-0.42620365463777143,0.5219479582033384
